sample_id,time,anomaly,anomaly_type,data_modality,volume,flow,pressure
18,0.010831743,0,Normal,paw_flow_volume,5.562913907,,
18,0.013797277,0,Normal,paw_flow_volume,,,6.954916793
18,0.150442478,0,Normal,paw_flow_volume,,0.396226415,
18,0.163374116,0,Normal,paw_flow_volume,5.562913907,,
18,0.273375239,0,Normal,paw_flow_volume,5.165562914,,
18,0.322783661,0,Normal,paw_flow_volume,,,6.932526475
18,0.371556186,0,Normal,paw_flow_volume,,0.353773585,
18,0.51913795,0,Normal,paw_flow_volume,5.165562914,,
18,0.654992486,0,Normal,paw_flow_volume,,0.438679245,
18,0.656822995,0,Normal,paw_flow_volume,,,6.908320726
18,0.688629476,0,Normal,paw_flow_volume,5.165562914,,
18,0.84100348,0,Normal,paw_flow_volume,4.768211921,,
18,0.993714222,0,Normal,paw_flow_volume,5.165562914,,
18,1.008724328,0,Normal,paw_flow_volume,,0.353773585,
18,1.032738275,0,Normal,paw_flow_volume,,,6.591225416
18,1.104557189,0,Normal,paw_flow_volume,6.754966887,,
18,1.190986643,0,Normal,paw_flow_volume,10.72847682,,
18,1.244191267,0,Normal,paw_flow_volume,16.29139073,,
18,1.318584071,0,Normal,paw_flow_volume,,0.396226415,
18,1.332809518,0,Normal,paw_flow_volume,25.43046358,,
18,1.383600605,0,Normal,paw_flow_volume,,,6.275945537
18,1.480581435,0,Normal,paw_flow_volume,34.17218543,,
18,1.619594256,0,Normal,paw_flow_volume,,0.438679245,
18,1.635312605,0,Normal,paw_flow_volume,39.33774834,,
18,1.650590015,0,Normal,paw_flow_volume,,,6.836308623
18,1.755718818,0,Normal,paw_flow_volume,,1.58490566,
18,1.815068079,0,Normal,paw_flow_volume,,,12.91134644
18,1.824278819,0,Normal,paw_flow_volume,45.29801325,,
18,1.848346969,0,Normal,paw_flow_volume,,2.985849057,
18,1.914175989,0,Normal,paw_flow_volume,,4.301886792,
18,1.961633888,0,Normal,paw_flow_volume,,,21.88623298
18,1.96865086,0,Normal,paw_flow_volume,,4.768867925,
18,1.987147828,0,Normal,paw_flow_volume,49.66887417,,
18,2.047795959,0,Normal,paw_flow_volume,,4.599056604,
18,2.06934947,0,Normal,paw_flow_volume,,,23.90741301
18,2.123919632,0,Normal,paw_flow_volume,52.45033113,,
18,2.160335615,0,Normal,paw_flow_volume,,3.75,
18,2.260186328,0,Normal,paw_flow_volume,54.0397351,,
18,2.261543116,0,Normal,paw_flow_volume,,,23.60363086
18,2.281223911,0,Normal,paw_flow_volume,,2.731132075,
18,2.386631496,0,Normal,paw_flow_volume,52.45033113,,
18,2.436913767,0,Normal,paw_flow_volume,,,23.59092284
18,2.453957255,0,Normal,paw_flow_volume,,1.287735849,
18,2.503760242,0,Normal,paw_flow_volume,48.87417219,,
18,2.552250533,0,Normal,paw_flow_volume,43.31125828,,
18,2.553948563,0,Normal,paw_flow_volume,,,23.29258699
18,2.557772583,0,Normal,paw_flow_volume,,0.481132075,
18,2.61846719,0,Normal,paw_flow_volume,,0.056603774,
18,2.624144124,0,Normal,paw_flow_volume,32.98013245,,
18,2.659709467,0,Normal,paw_flow_volume,,-0.962264151,
18,2.681512859,0,Normal,paw_flow_volume,,,17.77609682
18,2.683377859,0,Normal,paw_flow_volume,,-1.938679245,
18,2.696542822,0,Normal,paw_flow_volume,23.8410596,,
18,2.716521957,0,Normal,paw_flow_volume,,-2.702830189,
18,2.779721155,0,Normal,paw_flow_volume,,-2.278301887,
18,2.786900887,0,Normal,paw_flow_volume,17.08609272,,
18,2.843570348,0,Normal,paw_flow_volume,,,9.648411498
18,2.853397896,0,Normal,paw_flow_volume,,-1.301886792,
18,2.886070266,0,Normal,paw_flow_volume,11.12582781,,
18,2.911588502,0,Normal,paw_flow_volume,,,6.744931921
18,3.015194523,0,Normal,paw_flow_volume,,-0.452830189,
18,3.087271299,0,Normal,paw_flow_volume,5.960264901,,
18,3.264610119,0,Normal,paw_flow_volume,,0.099056604,
18,3.265405769,0,Normal,paw_flow_volume,6.357615894,,
18,3.412647504,0,Normal,paw_flow_volume,,,6.708623298
18,3.433503089,0,Normal,paw_flow_volume,,0.353773585,
18,3.519643058,0,Normal,paw_flow_volume,6.357615894,,
18,3.628318584,0,Normal,paw_flow_volume,,0.396226415,
18,3.83320238,0,Normal,paw_flow_volume,6.357615894,,
18,3.897004539,0,Normal,paw_flow_volume,,,6.673524962
18,3.938053097,0,Normal,paw_flow_volume,,0.396226415,
18,4.214726681,0,Normal,paw_flow_volume,6.754966887,,
18,4.345132743,0,Normal,paw_flow_volume,,0.396226415,
18,4.37301059,0,Normal,paw_flow_volume,,,6.63903177
18,4.434897295,0,Normal,paw_flow_volume,6.357615894,,
18,4.723201257,0,Normal,paw_flow_volume,6.754966887,,
18,4.924175492,0,Normal,paw_flow_volume,,,6.599092284
18,5.028117634,0,Normal,paw_flow_volume,6.357615894,,
18,5.185840708,0,Normal,paw_flow_volume,,0.396226415,
18,5.33320238,0,Normal,paw_flow_volume,6.357615894,,
18,5.433585477,0,Normal,paw_flow_volume,,,6.562178517
18,5.461836345,0,Normal,paw_flow_volume,9.933774834,,
18,5.533337075,0,Normal,paw_flow_volume,18.67549669,,
18,5.539948238,0,Normal,paw_flow_volume,,0.438679245,
18,5.621618588,0,Normal,paw_flow_volume,27.01986755,,
18,5.629946569,0,Normal,paw_flow_volume,,0.948113208,
18,5.642360061,0,Normal,paw_flow_volume,,,6.547049924
18,5.705501753,0,Normal,paw_flow_volume,,2.561320755,
18,5.734313615,0,Normal,paw_flow_volume,32.98013245,,
18,5.756369138,0,Normal,paw_flow_volume,,,13.49531014
18,5.762481216,0,Normal,paw_flow_volume,,3.877358491,
18,5.82705794,0,Normal,paw_flow_volume,,4.768867925,
18,5.869046899,0,Normal,paw_flow_volume,,,23.63207262
18,5.889381524,0,Normal,paw_flow_volume,38.94039735,,
18,5.916179663,0,Normal,paw_flow_volume,,4.981132075,
18,5.994197696,0,Normal,paw_flow_volume,,4.429245283,
18,6.069873162,0,Normal,paw_flow_volume,44.90066225,,
18,6.115586909,0,Normal,paw_flow_volume,,3.580188679,
18,6.168956127,0,Normal,paw_flow_volume,,,25.3494705
18,6.297169811,0,Normal,paw_flow_volume,,2.136792453,
18,6.309686834,0,Normal,paw_flow_volume,50.86092715,,
18,6.444659607,0,Normal,paw_flow_volume,,,25.03963691
18,6.47975455,0,Normal,paw_flow_volume,,1.033018868,
18,6.514591986,0,Normal,paw_flow_volume,54.43708609,,
18,6.654992486,0,Normal,paw_flow_volume,,0.438679245,
18,6.662269289,0,Normal,paw_flow_volume,,,23.86444781
18,6.675440566,0,Normal,paw_flow_volume,54.0397351,,
18,6.713057272,0,Normal,paw_flow_volume,,-0.877358491,
18,6.717899482,0,Normal,paw_flow_volume,,-2.235849057,
18,6.769869761,0,Normal,paw_flow_volume,,-2.617924528,
18,6.773615734,0,Normal,paw_flow_volume,,,17.18971256
18,6.809350095,0,Normal,paw_flow_volume,50.06622517,,
18,6.851895141,0,Normal,paw_flow_volume,,-1.811320755,
18,6.880401841,0,Normal,paw_flow_volume,37.74834437,,
18,6.927080182,0,Normal,paw_flow_volume,,,9.642360061
18,6.985183522,0,Normal,paw_flow_volume,25.03311258,,
18,6.987518784,0,Normal,paw_flow_volume,,-0.83490566,
18,7.053676248,0,Normal,paw_flow_volume,,,6.444780635
18,7.083679425,0,Normal,paw_flow_volume,17.48344371,,
18,7.191323381,0,Normal,paw_flow_volume,11.52317881,,
18,7.317957923,0,Normal,paw_flow_volume,,0.183962264,
18,7.354311649,0,Normal,paw_flow_volume,,,6.422995461
18,7.376248737,0,Normal,paw_flow_volume,7.947019868,,
18,7.460302221,0,Normal,paw_flow_volume,,0.438679245,
18,7.604893927,0,Normal,paw_flow_volume,7.549668874,,
18,7.6298941,0,Normal,paw_flow_volume,,,6.403025719
18,7.672816831,0,Normal,paw_flow_volume,,0.481132075,
18,7.892861152,0,Normal,paw_flow_volume,7.152317881,,
18,7.972284418,0,Normal,paw_flow_volume,,,6.378214826
18,7.98624986,0,Normal,paw_flow_volume,7.549668874,,
18,7.991150442,0,Normal,paw_flow_volume,,0.396226415,
