sample_id,time,anomaly,anomaly_type,data_modality,volume,flow,pressure
9,0.02275254,1,DoubleTrigger,paw_flow,,,9.568024924
9,0.051703531,1,DoubleTrigger,paw_flow,,-0.244271652,
9,0.188079986,1,DoubleTrigger,paw_flow,,-0.20955911,
9,0.221707992,1,DoubleTrigger,paw_flow,,,9.570071791
9,0.441864674,1,DoubleTrigger,paw_flow,,,9.778098094
9,0.485878893,1,DoubleTrigger,paw_flow,,-0.166058311,
9,0.651162189,1,DoubleTrigger,paw_flow,,,9.677370703
9,0.697124747,1,DoubleTrigger,paw_flow,,-0.17452426,
9,0.776818264,1,DoubleTrigger,paw_flow,,,9.678663461
9,0.912945678,1,DoubleTrigger,paw_flow,,,9.680063948
9,0.933080859,1,DoubleTrigger,paw_flow,,-0.165671542,
9,1.090958451,1,DoubleTrigger,paw_flow,,,9.681895356
9,1.119347864,1,DoubleTrigger,paw_flow,,-0.156861797,
9,1.289913902,1,DoubleTrigger,paw_flow,,,9.683942222
9,1.305547722,1,DoubleTrigger,paw_flow,,-0.139403462,
9,1.341941635,1,DoubleTrigger,paw_flow,,-0.026939554,
9,1.35127513,1,DoubleTrigger,paw_flow,,0.370906356,
9,1.35274194,1,DoubleTrigger,paw_flow,,,9.684588601
9,1.353020963,1,DoubleTrigger,paw_flow,,0.146043001,
9,1.364893865,1,DoubleTrigger,paw_flow,,,11.02216218
9,1.367479381,1,DoubleTrigger,paw_flow,,,13.07980195
9,1.3828632,1,DoubleTrigger,paw_flow,,,16.98942524
9,1.387199012,1,DoubleTrigger,paw_flow,,0.543910398,
9,1.390102645,1,DoubleTrigger,paw_flow,,,14.41748326
9,1.397674013,1,DoubleTrigger,paw_flow,,0.794730269,
9,1.398681224,1,DoubleTrigger,paw_flow,,0.66500141,
9,1.40225457,1,DoubleTrigger,paw_flow,,,15.75505684
9,1.487059493,1,DoubleTrigger,paw_flow,,,16.57897458
9,1.546405597,1,DoubleTrigger,paw_flow,,0.838102145,
9,1.591643612,1,DoubleTrigger,paw_flow,,,16.47716989
9,1.682782053,1,DoubleTrigger,paw_flow,,0.872814686,
9,1.706569796,1,DoubleTrigger,paw_flow,,,16.27259095
9,1.789694133,1,DoubleTrigger,paw_flow,,,15.75904284
9,1.831849375,1,DoubleTrigger,paw_flow,,0.87294361,
9,1.862217856,1,DoubleTrigger,paw_flow,,,15.14250502
9,1.91860387,1,DoubleTrigger,paw_flow,,0.898964586,
9,1.92452879,1,DoubleTrigger,paw_flow,,,14.73162345
9,1.932369096,1,DoubleTrigger,paw_flow,,0.726003519,
9,1.939524782,1,DoubleTrigger,paw_flow,,,9.999267437
9,1.941205368,1,DoubleTrigger,paw_flow,,,11.33673329
9,1.942885953,1,DoubleTrigger,paw_flow,,,12.67419914
9,1.945865732,1,DoubleTrigger,paw_flow,,0.587636813,
9,1.957623394,1,DoubleTrigger,paw_flow,,,7.736079151
9,1.959429515,1,DoubleTrigger,paw_flow,,0.440621517,
9,1.973463331,1,DoubleTrigger,paw_flow,,0.233066087,
9,1.977144039,1,DoubleTrigger,paw_flow,,,6.604592738
9,2.02415965,1,DoubleTrigger,paw_flow,,0.103380202,
9,2.03893787,1,DoubleTrigger,paw_flow,,,5.78218321
9,2.090131086,1,DoubleTrigger,paw_flow,,,4.856783963
9,2.123872069,1,DoubleTrigger,paw_flow,,,6.708982944
9,2.135020077,1,DoubleTrigger,paw_flow,,0.224557163,
9,2.136027289,1,DoubleTrigger,paw_flow,,0.094828304,
9,2.156507259,1,DoubleTrigger,paw_flow,,0.657008179,
9,2.157225224,1,DoubleTrigger,paw_flow,,,8.25253596
9,2.15778306,1,DoubleTrigger,paw_flow,,0.492684958,
9,2.158723124,1,DoubleTrigger,paw_flow,,0.37160469,
9,2.159552189,1,DoubleTrigger,paw_flow,,,10.10441175
9,2.168190914,1,DoubleTrigger,paw_flow,,0.752153418,
9,2.19243114,1,DoubleTrigger,paw_flow,,0.830012221,
9,2.192776068,1,DoubleTrigger,paw_flow,,,11.54508278
9,2.279789963,1,DoubleTrigger,paw_flow,,0.778195883,
9,2.289086537,1,DoubleTrigger,paw_flow,,,13.19216416
9,2.354793656,1,DoubleTrigger,paw_flow,,0.71772021,
9,2.365617809,1,DoubleTrigger,paw_flow,,,15.76496798
9,2.400522274,1,DoubleTrigger,paw_flow,,,18.54310486
9,2.455852315,1,DoubleTrigger,paw_flow,,,20.90992924
9,2.491102964,1,DoubleTrigger,paw_flow,,0.761081342,
9,2.542079272,1,DoubleTrigger,paw_flow,,,22.86554886
9,2.652458268,1,DoubleTrigger,paw_flow,,0.77851819,
9,2.669415932,1,DoubleTrigger,paw_flow,,,24.20430747
9,2.691806669,1,DoubleTrigger,paw_flow,,0.510444113,
9,2.697985883,1,DoubleTrigger,paw_flow,,,21.94122691
9,2.702953145,1,DoubleTrigger,paw_flow,,0.674778078,
9,2.705504747,1,DoubleTrigger,paw_flow,,0.346131636,
9,2.71621377,1,DoubleTrigger,paw_flow,,,19.78092062
9,2.744383116,1,DoubleTrigger,paw_flow,,0.138597693,
9,2.770637766,1,DoubleTrigger,paw_flow,,-0.043001222,
9,2.775809913,1,DoubleTrigger,paw_flow,,,17.20951728
9,2.783798665,1,DoubleTrigger,paw_flow,,-0.138124975,
9,2.805543346,1,DoubleTrigger,paw_flow,,,15.87237462
9,2.80991902,1,DoubleTrigger,paw_flow,,-0.302426709,
9,2.860816781,1,DoubleTrigger,paw_flow,,-0.458058365,
9,2.865139489,1,DoubleTrigger,paw_flow,,,13.30097129
9,2.968560126,1,DoubleTrigger,paw_flow,,,12.27322871
9,2.998133301,1,DoubleTrigger,paw_flow,,-0.544426091,
9,3.122356069,1,DoubleTrigger,paw_flow,,-0.544318655,
9,3.124208186,1,DoubleTrigger,paw_flow,,,11.14314278
9,3.217933139,1,DoubleTrigger,paw_flow,,,10.7325844
9,3.30822019,1,DoubleTrigger,paw_flow,,-0.483617367,
9,3.384957468,1,DoubleTrigger,paw_flow,,,10.32278012
9,3.54370627,1,DoubleTrigger,paw_flow,,-0.414224514,
9,3.63588179,1,DoubleTrigger,paw_flow,,,10.01671967
9,3.804036904,1,DoubleTrigger,paw_flow,,-0.344810174,
9,3.908136619,1,DoubleTrigger,paw_flow,,,10.01952065
9,4.027235003,1,DoubleTrigger,paw_flow,,-0.292725246,
9,4.169790832,1,DoubleTrigger,paw_flow,,,9.919331903
9,4.287699932,1,DoubleTrigger,paw_flow,,-0.240608087,
9,4.358662771,1,DoubleTrigger,paw_flow,,,10.229917
9,4.548366303,1,DoubleTrigger,paw_flow,,-0.2144367,
9,4.599503581,1,DoubleTrigger,paw_flow,,,10.23239479
9,4.771698696,1,DoubleTrigger,paw_flow,,-0.179648953,
9,4.808801096,1,DoubleTrigger,paw_flow,,,10.1316674
9,4.912092458,1,DoubleTrigger,paw_flow,,,9.001042825
9,4.919691659,1,DoubleTrigger,paw_flow,,-0.041142581,
9,5.025725884,1,DoubleTrigger,paw_flow,,,7.767643992
9,5.088036818,1,DoubleTrigger,paw_flow,,,7.356762417
9,5.09266347,1,DoubleTrigger,paw_flow,,0.080088097,
9,5.101610776,1,DoubleTrigger,paw_flow,,,9.826037869
9,5.124104765,1,DoubleTrigger,paw_flow,,,11.06083719
9,5.12578535,1,DoubleTrigger,paw_flow,,,12.39830304
9,5.128587352,1,DoubleTrigger,paw_flow,,0.25309214,
9,5.139465238,1,DoubleTrigger,paw_flow,,0.452020467,
9,5.148150063,1,DoubleTrigger,paw_flow,,,13.53022037
9,5.14886588,1,DoubleTrigger,paw_flow,,0.841217786,
9,5.149604502,1,DoubleTrigger,paw_flow,,0.74608329,
9,5.150477418,1,DoubleTrigger,paw_flow,,0.633651612,
9,5.31556222,1,DoubleTrigger,paw_flow,,,13.42906206
9,5.359843144,1,DoubleTrigger,paw_flow,,0.867346199,
9,5.461643871,1,DoubleTrigger,paw_flow,,,13.01904232
9,5.533755019,1,DoubleTrigger,paw_flow,,0.867496609,
9,5.607984073,1,DoubleTrigger,paw_flow,,,12.81478657
9,5.658112083,1,DoubleTrigger,paw_flow,,0.850306864,
9,5.671877308,1,DoubleTrigger,paw_flow,,0.677345796,
9,5.681154174,1,DoubleTrigger,paw_flow,,,12.71265869
9,5.685776829,1,DoubleTrigger,paw_flow,,0.487087547,
9,5.699004875,1,DoubleTrigger,paw_flow,,0.383315204,
9,5.699382062,1,DoubleTrigger,paw_flow,,,10.55235239
9,5.718256328,1,DoubleTrigger,paw_flow,,,8.906456033
9,5.725058083,1,DoubleTrigger,paw_flow,,0.22766206,
9,5.727822737,1,DoubleTrigger,paw_flow,,,8.186389844
9,5.738890456,1,DoubleTrigger,paw_flow,,0.046052402,
9,5.747343382,1,DoubleTrigger,paw_flow,,,7.054903431
9,5.791684981,1,DoubleTrigger,paw_flow,,,9.010092131
9,5.814699918,1,DoubleTrigger,paw_flow,,-0.118206358,
9,5.835121649,1,DoubleTrigger,paw_flow,,,10.24510691
9,5.857486361,1,DoubleTrigger,paw_flow,,,11.37702424
9,5.962329033,1,DoubleTrigger,paw_flow,,,11.48098353
9,5.964774452,1,DoubleTrigger,paw_flow,,-0.247806293,
9,6.087338728,1,DoubleTrigger,paw_flow,,,10.96786635
9,6.226448035,1,DoubleTrigger,paw_flow,,-0.351363765,
9,6.264575846,1,DoubleTrigger,paw_flow,,,10.35240582
9,6.473356258,1,DoubleTrigger,paw_flow,,,9.840150477
9,6.487315848,1,DoubleTrigger,paw_flow,,-0.351138149,
9,6.698024522,1,DoubleTrigger,paw_flow,,-0.290415374,
9,6.745223259,1,DoubleTrigger,paw_flow,,,9.534305487
9,6.945932879,1,DoubleTrigger,paw_flow,,-0.221011778,
9,7.132921374,1,DoubleTrigger,paw_flow,,,9.744055468
9,7.256086916,1,DoubleTrigger,paw_flow,,-0.168851644,
9,7.394963415,1,DoubleTrigger,paw_flow,,,9.952512691
9,7.479687899,1,DoubleTrigger,paw_flow,,-0.16865826,
9,7.625332885,1,DoubleTrigger,paw_flow,,,9.954882747
9,7.777688248,1,DoubleTrigger,paw_flow,,-0.151103232,
9,7.85557308,1,DoubleTrigger,paw_flow,,,9.854370815
9,7.960415751,1,DoubleTrigger,paw_flow,,,9.958330101
9,8.0257309,1,DoubleTrigger,paw_flow,,-0.098996817,
9,8.063836389,1,DoubleTrigger,paw_flow,,,8.930587515
9,8.099123054,1,DoubleTrigger,paw_flow,,0.048093684,
9,8.109470745,1,DoubleTrigger,paw_flow,,,11.9145961
9,8.118261499,1,DoubleTrigger,paw_flow,,,10.57723798
9,8.121080268,1,DoubleTrigger,paw_flow,,0.420004566,
9,8.121881221,1,DoubleTrigger,paw_flow,,,13.45793366
9,8.122423217,1,DoubleTrigger,paw_flow,,0.247032755,
9,8.144111841,1,DoubleTrigger,paw_flow,,0.653537999,
9,8.155191169,1,DoubleTrigger,paw_flow,,0.826520554,
9,8.155363653,1,DoubleTrigger,paw_flow,,,15.10436866
9,8.27080694,1,DoubleTrigger,paw_flow,,,15.31131767
9,8.353813303,1,DoubleTrigger,paw_flow,,0.843989632,
9,8.448302609,1,DoubleTrigger,paw_flow,,,14.90162112
9,8.514900017,1,DoubleTrigger,paw_flow,,0.896020843,
9,8.593867156,1,DoubleTrigger,paw_flow,,,14.08007343
9,8.626969099,1,DoubleTrigger,paw_flow,,0.861523173,
9,8.673371771,1,DoubleTrigger,paw_flow,,,10.68582965
9,8.675052357,1,DoubleTrigger,paw_flow,,,12.0232955
9,8.677508597,1,DoubleTrigger,paw_flow,,,13.97805328
9,8.677934007,1,DoubleTrigger,paw_flow,,0.697242926,
9,8.691564938,1,DoubleTrigger,paw_flow,,0.541579039,
9,8.692116762,1,DoubleTrigger,paw_flow,,,8.937051305
9,8.705464459,1,DoubleTrigger,paw_flow,,0.35132079,
9,8.710861752,1,DoubleTrigger,paw_flow,,,7.188272962
9,8.731584814,1,DoubleTrigger,paw_flow,,0.187019056,
9,8.751325077,1,DoubleTrigger,paw_flow,,,6.057002008
9,8.794501967,1,DoubleTrigger,paw_flow,,0.083289687,
9,8.844015823,1,DoubleTrigger,paw_flow,,,4.823387715
9,8.846213512,1,DoubleTrigger,paw_flow,,,6.572381519
9,8.869304218,1,DoubleTrigger,paw_flow,,0.048759787,
9,8.880383546,1,DoubleTrigger,paw_flow,,0.221742342,
9,8.890813662,1,DoubleTrigger,paw_flow,,,8.733334195
9,8.893916281,1,DoubleTrigger,paw_flow,,,11.20250192
9,8.914293005,1,DoubleTrigger,paw_flow,,0.654204101,
9,8.926110954,1,DoubleTrigger,paw_flow,,0.73205216,
9,8.927915816,1,DoubleTrigger,paw_flow,,,13.26046488
9,8.928259673,1,DoubleTrigger,paw_flow,,0.455297262,
9,8.993200093,1,DoubleTrigger,paw_flow,,,15.21586903
9,9.015694082,1,DoubleTrigger,paw_flow,,,16.45066836
9,9.037710004,1,DoubleTrigger,paw_flow,,0.758094624,
9,9.060811335,1,DoubleTrigger,paw_flow,,,19.02314899
