sample_id,time,anomaly,anomaly_type,data_modality,volume,flow,pressure
13,0,1,ineffective_trigger,flow_pressure,,-16.14925373,9.184615385
13,0.427698574,1,ineffective_trigger,flow_pressure,,-11.85074627,9.184615385
13,0.763747454,1,ineffective_trigger,flow_pressure,,-9.701492537,9.184615385
13,1.16089613,1,ineffective_trigger,flow_pressure,,-7.552238806,9.184615385
13,1.374745418,1,ineffective_trigger,flow_pressure,,7.492537313,11.03076923
13,1.405295316,1,ineffective_trigger,flow_pressure,,26.8358209,15.09230769
13,1.588594705,1,ineffective_trigger,flow_pressure,,45.10447761,23.58461538
13,1.741344196,1,ineffective_trigger,flow_pressure,,27.91044776,23.58461538
13,2.230142566,1,ineffective_trigger,flow_pressure,,22.53731343,23.95384615
13,2.749490835,1,ineffective_trigger,flow_pressure,,18.23880597,9.184615385
13,2.749490835,1,ineffective_trigger,flow_pressure,,-3.253731343,9.184615385
13,2.780040733,1,ineffective_trigger,flow_pressure,,-21.52238806,9.184615385
13,3.360488798,1,ineffective_trigger,flow_pressure,,-14,9.184615385
13,4.00203666,1,ineffective_trigger,flow_pressure,,-8.626865672,9.184615385
13,4.33808554,1,ineffective_trigger,flow_pressure,,8.567164179,9.184615385
13,4.582484725,1,ineffective_trigger,flow_pressure,,-7.552238806,9.184615385
13,5.16293279,1,ineffective_trigger,flow_pressure,,-4.328358209,9.184615385
13,6.109979633,1,ineffective_trigger,flow_pressure,,-0.029850746,9.184615385
13,6.873727088,1,ineffective_trigger,flow_pressure,,1.044776119,9.184615385
13,6.99592668,1,ineffective_trigger,flow_pressure,,15.01492537,14.35384615
13,7.026476578,1,ineffective_trigger,flow_pressure,,28.98507463,14.35384615
13,7.118126273,1,ineffective_trigger,flow_pressure,,48.32835821,19.15384615
13,7.240325866,1,ineffective_trigger,flow_pressure,,63.37313433,23.95384615
13,7.362525458,1,ineffective_trigger,flow_pressure,,48.32835821,23.95384615
